title,genre
Любовь истекает кровью,"романтический фильм,фильм-триллер,криминальный фильм,фильм о лесбиянках"
Досье «Чёрная канарейка»,"шпионский фильм,боевик,фильм-триллер"
Заплыв домой,
"Жатва (фильм, 2024)",драматический фильм
Лучшая,драма
Гладиатор 2,пеплум
Гении (фильм),"драма,биография"
Возвращение Одиссея,"исторический фильм,драматический фильм,экранизация книги"
Выгон (фильм),драма
Виды доброты,"киноальманах,драма"
Быть лучше: История Робби Уильямса,"биография,драма"
Винни-Пух: Кровь и мёд 2,слэшер
Большая гонка. Лянча против Ауди,исторический фильм
В серой зоне,боевик
Аргайл: Супершпион,"комедийный боевик,Музыка к фильму"
Священник (фильм),драма
"Сирены (фильм, 1994)",комедия
Пятый в квартете,"биографический фильм,драма,музыкальный фильм"
Немой свидетель,"триллер,детектив"
Неглубокая могила,"триллер,драма"
Перед дождём (фильм),"драма,военный фильм"
Месмер (фильм),"биографический фильм,драматический фильм"
Машина смерти,"боевик,фильм ужасов,фантастика,триллер"
Горец 3: Последнее измерение,"фэнтези,фантастика,боевик"
"Версия Браунинга (фильм, 1994)",драма
"Быть человеком (фильм, 1994)","драма,комедия,фэнтези"
"Божья коровка, улети на небо",драма
Вдовья гора,"комедия,мелодрама"
"В погоне за оленем (фильм, 1994)",Исторический
"Бессмертная возлюбленная (фильм, 1994)",драма
"Белый ангел (фильм, 1994)",триллер
Эта замечательная жизнь Франца Кафки,"короткометражный фильм,комедия,биография"
Безумие короля Георга,драма
"Шустрая (фильм, 1993, Великобритания)","комедия,мелодрама"
Цементный сад (фильм),драма
Страна теней (фильм),"фильм-биография,драма,мелодрама"
"Три мушкетёра (фильм, 1993)",приключенческий фильм
Перепутанные наследники,комедия
Остаток дня (фильм),мелодрама
Сэр Билли,комедия
Снеговик и Снежный пёс,рождественский фильм
Верхом на помеле (мультфильм),"комедия,фэнтези"
Вверх тормашками (мультфильм),
Обнажённая (фильм),"драма,комедия"
Кентерберийские рассказы (мультфильм),комедия
10 жизней,"мультфильм,комедийный фильм"
"Чудотворец (мультфильм, 2000)",
"Невинный (фильм, 1993)",драма
Невероятные приключения Уоллеса и Громита: Неправильные штаны,"комедия,семейный,триллер"
Мы вернулись! История динозавра,"фэнтези,приключения,семейный"
Маленький Будда,драма
Моя безумная жизнь,"криминальный фильм,драма"
НЛО: Не лезь в очко,"комедия,пародия"
Итэн Фроум (фильм),"драма,мелодрама"
Дитя Макона,драма
"Бедлам (фильм, 1993)","триллер,ужасы"
День рождения Боба,комедийный фильм
Град камней,драма
Витгенштейн (фильм),драма
Во имя отца,драма
Блю,"драматический фильм,ЛГБТ-фильм,документальный фильм"
