film_title,genre,director,country,year
"Землетрясение (фильм, 2016)",драма фильмкатастрофа,Сарик Андреасян,Россия Армения,2016
Теваник,,Аветисян Дживан Игнатович,Армения Литва,2014
"Корни (фильм, 2016)",драма,Ваге Ян,Армения,2016
Код Орбели,документальный фильм фильмбиография,Ашот Джазоян Виктория Грудинская,Армения Россия,2012
Дневник крестокрада (фильм),,mwparseroutput tsWikidataredLink abackgroundnonepaddingmwparseroutput tsWikidataredLink aexternalcolorbacolorvarcolorlinkredbamwparseroutput tsWikidataredLink aexternalvisitedcoloracolorvarcolorlinkredvisiteda Грач Кешишян вд,Армения,2010
"Граница (фильм, 2009)",документальный фильм драма,Арутюн Хачатрян,Армения Нидерланды,2009
Нестреляные патроны,художественный фильм с документальными кадрами,Самвел Тадевосян,Армения,2006
Путешествие в Армению,драма роудмуви,Робер Гедигян,Франция,2006
Сплетённые параллели,драма исторический,Ованес Галстян,Армения Франция Норвегия,2009
"Маяк (фильм, 2006)",драма,Мария Саакян,Россия Армения,2006
От Арарата до Сиона,документальный исторический,Эдгар Багдасарян,Армения Египет Израиль Турция,2009
Товарищ Панджуни,комедия мелодрама,С Айвазян Н Матинян,Армения,1992
"Календарь (фильм, 1993)",комедия драма,Атом Эгоян,Армения Германия Канада,1993
